Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18
Gene21	-1.71954048069161	-1.74800956359834	-1.72456170929847	-0.504032530251912	-1.72089445993066	-1.75882645784414	-0.32802108899684	-1.74640829764289	-1.72614820007095	-1.76085354437798	-1.74684350452235	-1.30128099916793	-1.74932971938609	-1.76121753729105	-1.74663039397695	-1.76263713392098	-1.74875843823121	-1.24032426162123
Gene22	2.16682672931172	5.35935249463977	4.70159380694556	4.81013549094908	5.14712844915484	5.76814327469497	5.59233392015241	4.44964422249709	5.65696701467358	4.36992213223199	2.79952656106112	4.46644896846629	4.82174710096699	4.23741354920108	4.75569835124551	4.26583230380731	4.37796741340741	5.28728966414544
Gene23	4.34081346227582	4.04757134107048	2.05174228461776	4.2624870980755	4.62957065043191	2.76983945762539	3.23643159358757	3.86457306997772	3.86428803908526	2.86825746195447	2.59951263040545	3.4480659512735	1.61778530253551	3.06936483752992	3.31093664826403	4.16548781703952	3.94313425237761	3.32539082709499
Gene24	7.07480780095245	7.55636424466233	8.24652699962694	7.47621961258448	5.47393198575253	9.57323714533713	7.60508150628873	7.99063177504354	7.76372170184673	9.58012732533613	9.21606710568988	9.59334904270335	10.2367288711038	9.05914918654999	6.68978120311425	9.96433018773991	9.43375465139118	6.75440733769079
Gene25	2.53433846090906	0.134031083939289	-0.413081704298883	-0.445089935173668	1.88241966130021	0.719151516488452	-0.412497426406497	0.526714819794935	-0.4144690316807	-0.479043139429121	-0.443067961257759	0.908944116916274	0.127066925853884	0.919374297255704	0.81020284715865	-0.483536452275099	-0.448055146810577	0.820633977811242
Gene26	0.995845067413167	3.98254677390234	2.91964737852024	3.63812470341872	2.78441865544359	2.52931745497669	1.88825602726397	2.49169528560703	0.981771387786087	4.99157816867283	0.91174256472478	4.39459295310013	2.90178441444196	5.52072971364986	3.15467994151318	6.23172641117643	5.67785319479927	2.08150735046889
Gene27	-0.742302596005629	-0.767282650488484	-0.745255876426847	-0.220399305788575	0.504207995970099	-0.785607932508785	-0.16248845370878	0.147635205094768	-0.746186597434809	0.697448004548948	-0.765267008266984	-0.28753315259268	-0.769555290241364	-0.789566974339127	1.42628006029248	0.961201847996783	-0.225638057211159	-0.762505481645766
Gene28	4.58897324154245	4.5792811725506	3.37287507584571	4.72083266891081	5.33454607296544	4.48933473520998	4.34242603042784	5.5966324052228	4.75605766803911	4.65858958415824	4.25934517631539	3.3881539861001	1.47599276071857	2.34638418934467	4.96674688328036	4.03221043491887	3.96843604449307	5.77298852888998
Gene29	1.11748153083713	1.50730418771691	2.43756400571152	2.57290537120221	0.737442115870067	0.599157250725269	1.10739240198806	1.7029403896849	1.6072887481771	0.0871750854797364	1.02659546091019	0.0818316286519214	1.27958146040275	0.0860162969587064	0.133278715291449	1.17909557928516	1.68258457195449	2.9252281093241
Gene30	4.74279016562036	3.62408000362441	3.64618326971547	4.35661691983408	2.45472704673487	1.21432262689308	2.02861429908679	3.16391525605015	3.75938166236985	2.35867956810298	1.29786502626223	2.00632567073165	2.31067248261142	1.19785205918839	2.87600522569485	2.00540939777383	1.63844012943475	3.65500319572474
Gene31	3.96193907805275	4.64229433062019	0.93897497085328	3.37707531699385	2.831507008034	2.44637682140804	5.02510331164755	1.37709957650239	0.936064629046187	2.56415229815019	2.82932056613324	2.78068180954786	3.35839270550579	2.56055205254331	1.72832921174235	3.35091035154565	3.84162479585533	3.40297314975393
Gene32	4.05938816730629	5.61409570896595	6.58046477505959	5.5120713114538	6.55305102934228	5.87916149026851	5.16272804304263	5.73102993611768	6.77480660398159	5.86931138078892	3.36935248220991	6.21636462526476	6.78759035403125	6.90858476675239	6.16423597313115	6.24632501529152	6.29674888949786	5.95153348016936
Gene33	1.87622476572187	1.09445614030707	1.18096662489521	1.36316277178151	2.1694576307995	1.48666363150802	1.18249919887911	0.234703002900803	1.67320192831333	2.4942065951648	3.16587211128418	0.182638572663065	0.225108829535045	1.00581705034334	1.1038682365969	1.45632202360765	1.35449666580703	1.11329738309944
Gene34	4.97943869429748	4.55012656742758	5.31420352895964	4.44015025692361	2.54923594371131	4.04458500448603	5.51834832713194	3.1052352126481	3.8050993665185	3.97098634418176	4.32223131190379	5.40317802324642	5.72269453871307	2.82522861469735	3.10298153318005	4.48391506746937	3.50135972960499	2.98243018727075
Gene35	5.01301267736174	5.04521049867955	4.99287939815725	3.97228485929097	5.33407081208571	1.79552467335158	1.64044695868904	4.37789348063774	4.57381421034979	1.77859673200043	3.92852988819687	2.9414216021334	1.53267273143227	3.0567245209784	3.21208540348122	2.8293220067223	1.53700982270842	3.83368574242807
Gene36	1.5416717098768	2.21862476975794	2.33590278056413	1.64566533909188	1.93492261946001	1.10499146660777	0.908348364964135	2.23348954770267	0.387520463850543	1.09184078034581	0.352952207476983	2.45229438731012	1.42432273758233	0.767470572851897	1.65362041612497	1.5268131002553	0.833887884601484	2.53836435533253
Gene37	-0.322655626782856	0.198290329205272	1.51578961577709	-0.357822225708135	0.270261059128215	-0.385553712693674	-0.326346241822096	1.67882717422236	0.934020868313538	0.75028321982942	0.204311735530807	-0.394544613438908	2.25715424698404	0.482959554586754	0.205414204340907	1.52962935707406	-0.360679751460512	-0.351863046735037
Gene38	5.0898645999252	4.29267034579602	2.58553843287061	3.78520204943641	4.45003803657062	5.1403689572071	5.3836612109133	3.26354651060347	4.33322352209971	4.14740661535786	4.43675906645271	4.3363656544059	2.98291303976001	4.81758372056002	3.72224754053592	5.19102980398471	5.63937541841121	3.02308461453237
Gene39	1.50696553563954	1.57260568287235	0.595960176366547	1.39192715100698	0.602836672675844	1.08608511355328	0.0195963027242926	0.534265889874009	0.975772814567123	-0.0607476285107476	0.900459125030956	2.84318855521759	1.37784793681159	0.453045901756049	-0.0166449044007498	1.05761465292482	2.83847352792438	-0.0122963529232643
Gene40	5.03422540282925	5.56435719122304	4.70944884709106	6.03046727368716	4.4156372472159	3.7988284847048	3.04841246858567	4.54377091808282	4.97820686507602	4.1644093927444	4.1692686528876	4.09770417079971	4.42832579292056	5.12903684491472	4.17165114782859	4.53942761192088	3.19537512551854	4.83817851888173
Gene41	7.45241781266177	7.35813157242572	7.28451633726531	6.81611093676429	6.67203744774953	5.99477237868704	7.26753284582604	7.23595535618	5.00273890070016	5.58523861952162	6.65331917143237	6.43426963449136	6.43343996122489	6.60780413558335	6.84500212887287	6.58193054344514	6.53894838906816	6.67269090320724
Gene42	2.84504952556859	4.94645809739203	4.85496451610345	3.66401760095635	5.48160738073032	4.79200682626116	3.87633319946131	5.16411766934995	5.03356100913914	4.22021955336365	1.97861399067893	3.50597408693776	4.75680954993246	4.98791793170784	4.50698224386937	4.74750515782775	4.40037886454642	4.74019814262544
Gene43	3.43330356422228	4.52759895002071	2.21827639139471	4.06977631760314	4.44924566760936	4.96301858576896	5.1317208372235	4.36234828127509	4.42959115045552	5.84672772088692	5.34319868953964	5.82611943735337	3.49804895941837	5.62850124451773	5.52606054977865	5.99569519120835	6.12414409041127	5.4659391285533
Gene44	2.7105780489463	2.86671323210899	3.43031597970986	3.20657230814979	1.19827608267822	4.25846004986331	3.43268360322931	3.1176317127652	2.68939880999692	3.71189350765937	4.70893626271107	5.32231600655018	4.25722441971098	3.95455423473966	2.74277211492269	4.34725339873627	4.41045864873524	1.1337814628862
Gene45	4.96134528686379	3.74930145161068	5.11023586728849	5.32635347329299	3.45243609519919	2.29372417235394	2.5150227790462	3.63651452216844	4.85476137760348	2.97399589199854	3.12000608360173	2.84683173641214	2.38207228522293	2.73869910075383	3.76477273135579	2.84579124215342	1.10446026149249	4.35691819908091
Gene46	1.62873751676707	0.712556996384159	-0.989560019551892	-1.01643342586882	0.969657785322209	-0.433774122050436	-0.31434623165444	-0.371500456866605	-0.990718489060159	-1.04527150423585	-1.0147268367436	-1.04889332994049	-1.0201925736789	-1.04605646587408	-1.01425746551194	-1.04911347363382	-0.383406119258005	0.0400299641264222
Gene47	-0.968852644839864	0.623695179399807	-0.971610336666612	-0.422224907699216	0.737216430845059	-1.00938408753546	0.889555959379601	0.793197609071775	-0.367892468338311	-1.0125356965504	-0.990321244829174	-1.01513330511523	-0.994336482115546	-1.01309933952816	-0.989975625703949	-1.01529094312619	-0.427461276766016	-0.987736583350695
Gene48	3.4257890413501	3.60503988271485	2.78788922228529	3.97253445781103	3.82336476507479	4.03819800019501	4.86195459106282	3.75656302859753	4.20297529866068	3.71921040670476	3.46556672736224	3.37866060024525	1.72027947406955	3.82270007681113	4.17501754449696	2.81077409306082	3.85109178209563	4.09864926813751
Gene49	4.80786634078761	6.30080564323762	6.5382619329382	5.30695914004179	3.57012135653886	4.81524346973751	6.39508138222891	5.65449163059666	6.4918003417643	5.10220033780023	4.92068528738927	5.80281848938665	5.96364525717277	4.78779052286657	3.18017280703005	4.9505232544769	5.29343537122246	5.35888769567109
Gene50	3.66092345157287	2.82944922252887	3.42997225964885	3.63176368579847	4.1296775168459	2.60314122689679	1.02429789310181	2.04072656028895	4.44596590115758	3.23446545856248	3.05143364323416	2.28464803829461	2.92591172470191	2.99560177512018	2.72144596426609	2.79267901609795	1.42578812391088	3.24587298879875
Gene51	3.99461095829517	5.14693375188192	4.7740182189227	4.84296192843484	4.3196347949947	4.88929490122714	3.26731011232922	3.9991292064506	2.498767176057	5.45611857442306	4.88367687267104	6.02737278075465	6.2605988283384	5.31070196211871	4.9470346720264	5.21648479240563	5.00767172145475	4.53941602359472
Gene52	0.553581827409388	1.04107828549441	0.543849014859449	0.47228521678355	1.14654128080125	5.37879557299274	2.10083325452149	2.36510478098557	1.84771444621481	4.40689739236718	1.446274343737	0.38497755323854	2.84726492474897	2.99210575498781	4.70141338557885	3.93290536541072	4.39219685878128	1.06214631654752
Gene53	3.67966516921959	3.71231301766808	1.62030233049034	3.52970685047987	3.05498411365864	3.18943792156763	2.78361769518672	3.98728030153601	4.31763226435821	3.57219343771042	4.26770147165236	2.65448630806152	1.06631372603473	2.53493223486482	3.66841081396203	3.1499453923126	2.49999130960741	3.74265994338273
Gene54	8.16740715630162	8.05535776611357	7.8289737221907	7.33725032233005	5.10020422119847	7.08489056139317	7.49708738561706	7.95931058872407	8.01949383356829	6.80172235835652	6.48449253178868	7.13594946980377	6.22045909643339	6.35941203894923	4.2607845155561	6.23659070832396	7.03941838568214	7.37810099653279
Gene55	3.13633484813411	0.704354047859922	2.18001401767217	3.2345027298834	2.19107487548222	1.75313332275752	0.769222720924861	2.80545660810925	2.17523329999854	3.51254754322291	2.56278537576826	3.67935406741365	0.697703020142214	4.67920293382713	3.61919481773151	2.74119042725732	1.83847143420549	2.43770673156479
Gene56	4.9026256020111	5.37526113471122	4.91432333533008	3.34706191076811	4.17919687932049	3.23153559801987	5.63690141858561	4.84471446155603	2.3168117282151	2.54411232167124	4.38373294872931	4.88982209530575	3.95151831475946	3.626711335727	4.14999124632489	4.20394808911127	4.81696217829512	4.56202455405487
Gene57	0.216426083064676	0.155192075263583	3.41373581692271	1.12209592141795	3.99718446983877	2.38533298046135	2.90120176164801	2.01758372217471	1.21154302581006	0.648807158839431	0.160194343368244	0.63821433048859	1.98959826686008	1.30104946523473	1.84940875936572	1.00892796220313	0.151983613217695	1.14018624916782
Gene58	4.10754450142429	3.4319417000151	3.17579252798459	4.7789274212848	3.80323579023225	2.82352049275545	3.72220040998715	4.46823351176661	3.55963086967459	3.21431590591813	4.06167499904387	3.78847735283166	1.24732938113021	3.37105549774626	3.06284555196868	3.42858917961317	4.33451588141669	3.92596132422235
Gene59	3.39742997357844	1.79698766919211	1.53791790706517	3.41762812417063	1.54742975480659	4.96655975830007	3.05894632780677	2.31384510066204	3.37330368931778	3.41962458430992	4.13388545835109	4.92114672652706	6.3146022277199	4.72318498355073	1.45033642854247	1.32666862807352	4.06603572421976	2.51521404529511
Gene60	4.09789510419735	4.83141525242653	4.52389525745779	4.28981449023619	4.53773055555716	5.82445946027578	3.2243156536249	4.25268620642722	4.80395429465958	5.21938942083383	4.43889778210216	5.55345168710098	4.53564843291726	5.27257216718241	5.85972724055904	5.00687309163355	2.77675375473032	3.57807604043435
Gene61	0.610298325673472	0.91485881688425	0.600073283161318	0.525537588721234	-0.0128714290598857	0.458126402166397	2.31349040723491	0.532904521931411	-0.0193861843304726	-0.111753352755004	1.80852213852844	2.04050038864158	2.17142252693381	-0.113080514371458	0.924984684449514	3.59915153025348	2.46547301222426	-0.0541446780430859
Gene62	-0.167201723127453	1.36083658959755	-0.171603686813916	0.696231389283408	2.01154209860243	1.67288186756488	-0.171019027817813	0.341735725819226	-0.172991673958427	0.611354935531879	-0.201527216843142	0.260016524900948	0.326667374336253	1.40165593763616	0.340586009319097	1.2397921646455	-0.206488274084974	2.18104315370407
Gene63	3.52595921833433	3.83732452030008	1.06660452990124	2.5897952768997	3.52118735529693	3.1112698336058	2.15686074188962	3.06368630327364	3.50268826333588	2.31806996248793	3.52150002403576	3.76804502035389	1.78475822456821	3.00399600695686	3.06142775521037	2.58068303267447	3.56252955599373	2.97608005581826
Gene64	-0.391823879594619	0.992547517861516	0.455168566832196	-0.414303985294273	-0.392566242665825	0.0139988146808753	-0.394206894537759	0.391591206904211	0.111696486173252	0.310738581073216	0.389100637659965	0.534072729549732	-0.417009180750358	0.542429284101824	-0.412731954098685	0.533424807575112	0.0561274543901775	1.15781591876514
Gene65	0.152686423779179	-0.820456658502881	1.23538592886108	-0.819842563003448	0.647621972850947	0.00340001715445731	-0.80001247593154	0.0763014860789944	-0.232298165356954	-0.840165517568983	-0.818621284476156	-0.842675885494325	-0.822525382862648	0.445204735684725	-0.818285026653286	0.232673951853443	-0.821631368029435	-0.816105843405597
Gene66	1.08267088475389	2.30915890585071	1.44021874029845	2.01898894755958	3.63841826739458	1.74228791256491	2.43124074868946	1.00433118586664	0.532053222760944	0.431271236522645	2.32023333425124	1.50196931646447	1.33832074103782	2.18513384555884	2.55551562075197	2.29125173150093	3.47777972649002	1.85737522146678
Gene67	-1.11394484687817	-0.244612812631116	-0.169810367189941	-1.15183345194506	-1.11545291559347	-1.16624857968815	1.04068805540278	-0.597350123343852	-1.12130455712191	-1.16879158855152	-1.15081415271567	-1.17088566700555	-1.15407251034608	-0.320683766147963	-0.236500252816958	-1.17101269192197	-1.15332638410522	-0.228366532315308
Gene68	7.32574845545178	6.56179886910755	4.34734406571164	6.29830024545972	7.09307055959158	5.68804314493213	5.95406690912473	6.89780612358908	6.8010824163209	5.49941847642327	5.74217094543794	5.24168306719558	3.46912212309667	4.86116214129702	5.68772508653148	5.78702531883218	5.03653512371679	7.22550334414231
Gene69	2.91860490336323	2.77340210384764	2.16984028080686	1.66371758703167	0.595872359931515	2.36715879008195	2.59574308524309	2.87501848528618	2.89623654804708	2.72785536782662	1.05082987787489	1.28933777425226	2.20034159004383	1.94027558835791	0.544349445506713	0.479559930080937	1.38821699724504	3.40685443941327
Gene70	6.1451723655302	5.68241055886494	6.25329333071671	6.16204006485302	6.43872414036671	4.65406730347552	3.0944282800649	5.57538795388541	5.15141728491265	4.73519525688858	5.31641193893021	5.34391430140965	4.96438777337386	4.85691047928176	5.40967275085291	4.17624512935384	3.87821378208774	5.60824393672649
Gene71	5.44800972731886	5.59655062607067	6.70883882332653	5.67783934679998	5.9283921519569	5.36574654876724	5.37779301060371	5.86488442387803	3.05104616592381	5.18174328550225	6.32052584831652	5.42463249029709	6.30080378940132	5.86438458884956	5.89390215733251	5.3631113783919	6.08218641807332	5.70618367643781
Gene72	0.959908960514218	1.88240641457041	1.31350499493453	2.03990987632547	2.30012274738672	2.64369968473904	0.419486691001736	2.60661576131764	1.30979363613679	1.59855077018856	1.49901776804295	0.795457314769772	3.06179916729204	0.802753604762591	0.885195605904954	2.15509844033019	0.371933682062328	2.42747692979265
Gene73	3.51727496238178	1.59185299596322	1.68955845207786	4.1718338381411	2.81627178711773	2.16036747032957	3.20533188623468	4.18586715315257	3.27882304613886	2.29553765480565	1.60086352921496	1.73945042476601	0.738294143868214	2.13866652533278	2.69205044018075	1.94872434977454	2.25260520983916	2.91939667873164
Gene74	2.62350461064845	3.11118523873558	2.90403380883573	3.51661027822061	2.21909810422362	1.43464401736988	4.52854521119707	3.22011346651474	4.41799154293624	3.15425050699482	3.87409469071455	3.8398551959991	2.99753162713321	2.36762142503878	1.518483782949	3.88179536062549	3.10345662543671	3.54224773418533
Gene75	7.08480025352954	6.40213275418438	6.44927565452244	6.89025983246964	6.10685697529566	6.34664136902297	3.74553651152829	4.91184362201587	5.96352623699154	6.96332909767655	7.18043188701645	6.62903586564532	6.67388565786973	6.9770920581295	6.73338711809113	6.3109558704759	4.50622316907248	6.87368734832294
Gene76	5.80393041463474	4.65677732907744	5.23600493035178	5.35898683272295	5.88759024373186	8.81629166395766	5.93843053527189	5.42976493008094	3.38329431472523	7.54753053434908	9.28997103896096	9.03484244735384	8.08362333861897	7.5983556128719	8.03241526172086	7.03315374955396	8.52787430419496	3.86119630672117
Gene77	-0.362396745936502	1.21594312482438	0.313218033508169	0.237734639391994	1.33873628513804	-0.453276649889245	1.71407002515723	2.80022718997615	3.4651472195557	-0.460556429453031	-0.40993173982119	-0.466582218164398	0.227199968535845	-0.461861949264187	0.243834615583686	-0.466948655160523	-0.416893183036101	1.76805354802096
Gene78	-1.04814459673686	-1.07722017233321	-1.05395548476883	-1.07666719049632	0.612257537611525	0.415342466041779	-1.05318265881796	-1.07494900788186	-1.05579147371983	-1.09497995252452	-0.155306958772834	-1.09724368907178	-1.07908319826492	-0.581828407178836	0.511902550175281	0.533272734997628	-1.07827804414778	-1.07330286871805
Gene79	2.53594512132481	3.39989081330353	3.53734824176887	3.00700372184179	2.31309436007119	4.96988139151846	3.25090612482524	4.56633615191018	3.61403835028776	4.96521777440445	3.23051362225842	4.40698948364634	6.06717614835341	2.60939450406501	1.63338984007922	2.85227009716716	2.39563490831948	3.24755139674865
Gene80	2.9442680618834	2.92343837375643	2.42700446735475	2.49726610083964	3.38841326015985	0.902390222283452	1.55772287340019	3.70926661936904	2.9215680089106	4.98284772527501	5.89878066905866	3.9412263224716	4.33330859548615	4.99686398912657	3.15700163372996	3.98289646800652	1.45401448439964	2.10981140594516
Gene81	0.512531168211094	-0.156012128982956	1.20706577085017	0.819965360032963	-0.109023761537664	-0.192302726632522	-0.112418999821223	0.438124141608073	0.903729935216233	-0.199024280363087	2.45417715658727	2.87978163927842	2.57510306093798	2.22586654788583	1.54023193129306	-0.204917346234356	0.81184341353243	-0.146652492180957
Gene82	1.11133539045364	3.58045998733063	3.84162999173091	3.20840907079461	2.43425685530853	2.90137942326071	3.84408144581195	4.02432555306987	3.02279382820955	2.7727892058362	1.51009452544609	3.75129210147279	3.43008183320686	2.87730674928717	4.55181710355018	3.21476484523097	1.83095212281701	4.38339747349313
Gene83	1.21799969925825	0.447556724214678	-0.077222978601698	-0.116287016952809	0.526058934484858	2.74376425030793	1.20664651585193	-0.112428319314439	0.908996751651598	1.56344322798512	0.454139050678796	-0.163026999166278	-0.121723797519305	1.22281176575408	1.95660876263718	2.8018139892004	-0.119910516117625	1.12799687774027
Gene84	2.11080945626717	4.07938251108983	2.523333786351	2.4019857823649	0.902537932445147	4.92066058676935	1.80917350979995	3.42398039439663	1.42673510804871	4.41174806547065	4.42799562768036	4.77648099350511	0.811001149931369	4.83304169524864	0.827330150698572	3.82030641641212	4.79034235554995	0.835679926200874
Gene85	2.73138587404074	2.71435624555583	2.71483435463589	3.1138067681209	3.55505190206976	1.53365105457511	0.828819157993949	2.30696709460762	4.01516266987674	0.698897631051129	3.20295913531077	2.15722499163483	3.45246425683972	4.15410517384914	3.97698808401841	1.16629577604065	1.26033059754723	3.05177002575258
Gene86	6.91189125702685	5.92830717469892	5.78889922938497	5.35183677965444	5.84610890513764	5.83344820910408	5.83441792543306	5.49746236480367	3.29819550576135	7.09993895784412	7.61137240464395	7.64385032117781	7.5882771130534	7.07290057952057	6.77870087498329	7.45745788896355	7.503391815988	5.32191613186198
Gene87	0.430776908091102	2.25894168543672	2.62339675063276	0.904883303129834	2.63565747003381	3.61656702033475	2.38309038270622	1.56061011051181	0.978682433061755	3.2656682985462	0.909758961075851	1.1623887765782	3.39155373350808	1.4403928047328	0.377925233461589	0.812013251402923	1.95110823567971	0.919784454921832
Gene88	4.12060055227938	3.72076928774547	0.968873732244059	3.82615308760243	2.81905323245978	3.37080568010398	3.41338249751104	2.56057983772943	3.03963619209654	3.41086754657278	2.21855118273835	2.25471641385526	0.896634963464257	1.2966206177491	2.55843826059585	3.12187830417884	3.34329584831606	4.32534811301889
Gene89	1.48224249355654	1.85610759166698	3.53048435236558	2.19245141623189	1.1176612440087	1.94045271339441	3.11431977897409	2.33925480592517	2.29949052995944	2.32304226174818	1.86593334184401	1.90849174056928	0.53074717498323	2.20169956411272	0.541355005314254	1.2764996982528	1.63717437544745	2.85708112274266
Gene90	4.60042056167997	3.19509109616054	2.89553937309372	3.57432913975063	2.61061285506161	2.20675796950628	1.93538851204225	2.31743093785847	3.5640761386195	3.8056648451891	3.44684023239728	2.74864535314494	2.9891972460754	3.22046787591694	4.72279277916851	3.34739615870653	1.82845050520469	2.79846816436055
Gene91	4.71950426224562	4.20942226747022	3.78773009748681	4.25745169575518	4.17172354341625	3.11223742029014	5.25487369668375	4.39322154538519	1.85152165779253	3.44030231634681	3.23487312063639	3.07465799805093	3.56306260403291	3.3587295254889	3.33653190024163	3.34385696629412	4.36615942255592	4.85203785212561
